Día,Mes,Año,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Víctimas,Fuente,,,,,,
4,6,2003, Antioquia,Medellín,Sitio La Cruz ,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 256,,,,,,
4,6,2003,Sucre,Coloso,Corregimiento Chinulito,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 255,,,,,,
5,6,2003,Huila,Campoalegre,Zona Rural,Guerrilla  ,Guerrilla No Identificada,3, Noche y Niebla # 27, Pp. 258,,,,,,
5,6,2003, Antioquia,Valdivia,Cabecera Municipal,Guerrilla  ,Guerrilla-ELN,1, Noche y Niebla # 27, Pp. 257,,,,,,
5,6,2003,Guaviare,San José del Guaviare,Vereda Tres Tejas,Guerrilla  ,Guerrilla-FARC,2,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
6,6,2003,La Guajira,Villanueva,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 27, Pp. 258,,,,,,
6,6,2003,Meta,El Castillo,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
6,6,2003,Norte de Santander,Tibú,Vía al Corregimiento La Gabarra,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 258,,,,,,
6,6,2003,Norte de Santander,Tibú,Vía al Corregimiento La Gabarra,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 258,,,,,,
7,6,2003,Córdoba,Montería,Cabecera Municipal - Barrio Cantaclaro,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 259,,,,,,
7,6,2003,Meta,El Castillo,Caserío de Malabar,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 260,,,,,,
7,6,2003,Norte de Santander,Cúcuta,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 259 - 260,,,,,,
7,6,2003,Tolima,Dolores,Vereda Vega del Café,Guerrilla  ,Guerrilla-FARC,3, Noche y Niebla # 27, Pp. 260,,,,,,
8,6,2003,Distrito Capital,Bogotá D.C.,Cabecera Municipal - Barrio Venecia,Desconocidos,Desconocidos,1, Noche y Niebla # 27, Pp. 260,,,,,,
8,6,2003,Córdoba,Tierralta,Sitio La Yé,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 27, Pp. 261,,,,,,
9,6,2003,Magdalena ,Fundación,Corregimiento Santa Rosa de Lima,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 263,,,,,,
9,6,2003, Antioquia,Angostura,Sitio El Ciprés,Guerrilla  ,Guerrilla-ELN,2, Noche y Niebla # 27, Pp. 263,,,,,,
9,6,2003,Tolima,Alvarado,Zona Rural,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 262,,,,,,
9,6,2003,Valle del Cauca,Tuluá,IP Barragán - Sitio El Crucero,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 262 - 263,,,,,,
10,6,2003,Tolima,Alvarado,Vereda Montealegre,Grupo Armado No Identificado,Grupo Armado No Identificado,3, Noche y Niebla # 27, Pp. 264,,,,,,
10,6,2003,Tolima,Purificación,Vereda Buenos Aires,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Noche y Niebla # 27, Pp. 264,,,,,,
10,6,2003,Cesar,Valledupar,Corregimiento de Atanquez,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
10,6,2003, Antioquia,Concepción,Vereda Barro Blanco,Guerrilla  ,Guerrilla-ELN,1, Noche y Niebla # 27, Pp. 263,,,,,,
10,6,2003,Bolívar,Tiquisio,Cabecera Municipal y Corregimiento Puerto Coca,Guerrilla  ,Guerrilla-ERP,3, Noche y Niebla # 27, Pp. 263,,,,,,
11,6,2003,Bolívar,Cartagena,Cabecera Municipal - Barrio Nelson Mandela - Sitio Virgen del Carmen,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 266,,,,,,
11,6,2003,Magdalena ,Cienaga,Cabecera Municipal ,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 265,,,,,,
11,6,2003,Magdalena ,Cienaga,Cabecera Municipal ,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 265,,,,,,
11,6,2003,Magdalena ,Cienaga,Sitio El Manantial,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 265 - 266,,,,,,
11,6,2003, Antioquia,Sonsón,Vereda La Soledad,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 265,,,,,,
12,6,2003,Magdalena ,Cienaga,Cabecera Municipal ,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 267,,,,,,
12,6,2003,Magdalena ,Santa Marta,Cabecera Municipal ,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 267,,,,,,
12,6,2003,Valle del Cauca,Cali,Cabecera Municipal - Barrio Terrón Colorado ,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 266,,,,,,
13,6,2003, Antioquia,Peñol,Vereda Guamito,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 27, Pp. 267,,,,,,
13,6,2003,Magdalena ,Zona Bananera,Vereda Siberia,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Noche y Niebla # 27, Pp. 267 - 268,,,,,,
14,6,2003,Santander,Suratá,Vía a IP Turbay,Guerrilla  ,Guerrilla No Identificada,2, Noche y Niebla # 27, Pp. 268,,,,,,
14,6,2003,Córdoba,Ciénaga de Oro,Corregimiento Berástegui ,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 268,,,,,,
14,6,2003,Norte de Santander,El Tarra,Corregimiento Filo Gringo,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 268,,,,,,
14,6,2003,Santander,Barrancabermeja,Cabecera Municipal - Comuna 7 - Barrio Eduba 2ª Etapa ,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 269,,,,,,
15,6,2003,Bolívar,El Carmen de Bolívar,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Noche y Niebla # 27, Pp. 270,,,,,,
15,6,2003,Córdoba,Chimá,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Noche y Niebla # 27, Pp. 269,,,,,,
15,6,2003,Bolívar,Cartagena,Cabecera Municipal - Barrio El Reposo,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 269,,,,,,
15,6,2003,Córdoba,San Andrés de Sotavento,Vereda Cuestabajo,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 269 - 270,,,,,,
15,6,2003,Huila ,Isnos,,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 270,,,,,,
15,6,2003,Norte de Santander,Los Patios,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 269,,,,,,
15,6,2003,Risaralda,Santuario,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
15,6,2003,Bolívar,El Carmen de Bolívar,Sitio San Cedrito,Guerrilla  ,Guerrilla-FARC,1, Noche y Niebla # 27, Pp. 270,,,,,,
16,6,2003,Bolívar,Cartagena,Cabecera Municipal - Barrio Zaragocilla,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 27, Pp. 272,,,,,,
16,6,2003,Arauca,Tame,,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 271,,,,,,
16,6,2003,Bolívar,María La Baja,Caserío Cedritos,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 272,,,,,,
16,6,2003,Córdoba,Sahagún,Caserío La Floresta,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 272,,,,,,
16,6,2003,Guaviare,El Retorno,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
16,6,2003,Norte de Santander,Cúcuta,Cabecera Municipal - Ciudadela Juan Atalaya - Barrio Doña Nidia,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 271,,,,,,
17,6,2003,Meta ,Villavicencio,Cabecera Municipal - Barrio Ciudad Porfía ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
17,6,2003,Cesar,Valledupar,,Grupos Paramilitares,Grupos Paramilitares,1, Noche y Niebla # 27, Pp. 273,,,,,,
18,6,2003,Cauca ,El Tambo,Vereda Sevilla,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 27, Pp. 275,,,,,,
18,6,2003, Antioquia,Caldas y Sabaneta,Vereda La Tolva (Caldas) y Vereda Pandeazúcar (Sabaneta),Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 275,,,,,,
18,6,2003,Huila ,Baraya,Vía a la Vereda La Unión,Grupos Paramilitares,Grupos Paramilitares,2, Noche y Niebla # 27, Pp. 275,,,,,,
19,6,2003, Antioquia,Carmen de Viboral,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 27 Pp. 275,,,,,,
19,6,2003, Antioquia,La Unión,Vereda Las Teresas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 27 Pp. 275,,,,,,
19,6,2003, Antioquia,Marinilla,Vereda Cimarrones,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 27 Pp. 275,,,,,,
19,6,2003,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 27 Pp. 275,,,,,,
19,6,2003,Cundinamarca ,Tibacuy,IP de Cumaca - Vereda San Francisco,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
19,6,2003, Antioquia,San Carlos,Vereda Cañaveral - Sitio Las Esperanza ,Guerrilla  ,Guerrilla-FARC,2, Noche y Niebla # 27, Pp. 275,,,,,,
20,6,2003,Valle del Cauca,Cali,Corregimiento Villa Carmelo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 27 Pp. 275-276,,,,,,
21,6,2003,Nariño,Ricaurte,IP Ospina Pérez,Fuerza Pública,Ejército Nacional,1,Noche y Niebla # 27 Pp. 277,,,,,,
23,6,2003, Antioquia,Medellín,Cabecera Municipal-Barrio Andalucia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 27 Pp. 278,,,,,,
23,6,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio San Martín,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 38 Actualizaciones Pp. 219,,,,,,
24,6,2003,Bolívar,Tiquisio,Vereda Casa de Barro,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 27 Pp. 280,,,,,,
25,6,2003,Atlántico,Barranquilla,Cabecera Municipal-Barrio La Paz,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 280,,,,,,
25,6,2003,Huila,San Agustín,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
25,6,2003,Guaviare,Calamar,Vereda Caño Azul,Guerrilla  ,Guerrilla-FARC,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
26,6,2003,Atlántico,Malambo,Cabecera Municipal-Barrio Villa Esperanza,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 281,,,,,,
26,6,2003,Santander,Barrancabermeja,Cabecera Municipal-Barrio Belén,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 282,,,,,,
26,6,2003,Huila,Acevedo,Veredas La Montosa y Altos Rosario,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 27 Pp. 282,,,,,,
27,6,2003,Magdalena ,Aracataca,Cabecera Municipal-Barrio Primero de Mayo,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 27 Pp. 283,,,,,,
27,6,2003,Magdalena ,Plato,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 27 Pp. 283,,,,,,
27,6,2003,Arauca,Saravena,,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
27,6,2003,Bolívar,Cartagena,Cabecera Municipal-Barrio Escallón Villa,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 27 Pp. 283,,,,,,
27,6,2003,Córdoba,Montería,Cabecera Municipal-Barrio Edmundo López,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 283,,,,,,
27,6,2003,Magdalena ,Aracataca,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
28,6,2003, Antioquia,Sabaneta,Vereda San José,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 284,,,,,,
28,6,2003,Magdalena ,Cienaga,Cabecera Municipal-Barrio Carreño,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 284,,,,,,
29,6,2003,Valle del Cauca,Palmira,IP Barrancas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 27 Pp. 285,,,,,,
30,6,2003,Cundinamarca,Fusagasugá,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
30,6,2003,Santander,Barrancabermeja,Vereda El Pueblito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 27 Pp. 285,,,,,,
1,7,2003,Norte de Santander,Ocaña,Corregimiento Aguas Claras-Vereda Santa Lucia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 27,,,,,,
1,7,2003,Norte de Santander,Ocaña,Corregimiento Aguas Claras,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 27-28,,,,,,
1,7,2003,Bolívar,Cartagena,Cabecera Municipal-Barrio Nelson Mandela,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 27,,,,,,
1,7,2003,Huila,Colombia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
1,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio San Luis,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 28,,,,,,
1,7,2003,Santander,Bucaramanga,Cabecera Municipal-Barrio La Feria,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 28,,,,,,
2,7,2003,Huila,Colombia,Vereda Zaragoza,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 30,,,,,,
2,7,2003,Bolívar,Cartagena,Vía a Mamonal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 29,,,,,,
2,7,2003,Magdalena ,Fundación,Corregimiento Santa Rosa de Lima-Vereda Tabacal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 30,,,,,,
2,7,2003,Risaralda,Mistrató,Vereda La Serna,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 29,,,,,,
2,7,2003,Santander,Girón,Cabecera Municipal-Barrio El Paraiso,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 28 Pp. 29,,,,,,
2,7,2003,Huila,Neiva,Caserío San Francisco,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 28 Pp. 30,,,,,,
3,7,2003,Tolima,Dolores,Vereda La Soledad,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 28 Pp. 31,,,,,,
3,7,2003, Antioquia,Remedios,Corregimiento Santa Isabel,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
3,7,2003,Magdalena ,Cienaga,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 31,,,,,,
3,7,2003,Magdalena ,Cienaga, ,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 32,,,,,,
3,7,2003,Magdalena ,Zona Bananera,Cabecera Municipal-Barrio Carreño,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 32,,,,,,
4,7,2003,Bolívar,Zambrano,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 34-35,,,,,,
4,7,2003,Magdalena ,Santa Marta,Cabecera Municipal-Mercado Público,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 34,,,,,,
4,7,2003,Valle del Cauca,Buenaventura,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 35,,,,,,
4,7,2003,Tolima,Prado,IP Montoso,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 28 Pp. 34,,,,,,
4,7,2003,Valle del Cauca,Tuluá,IP Santa Lucía,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 28 Pp. 35,,,,,,
5,7,2003,Bolívar,Villanueva,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 35,,,,,,
5,7,2003,Caldas,Filadelfia,Vereda La Palma,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 36,,,,,,
5,7,2003,Magdalena ,Santa Marta,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 36-37,,,,,,
5,7,2003,Magdalena ,Sitio Nuevo,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 37,,,,,,
5,7,2003,Norte de Santander,Los Patios,Cabecera Municipal-Barrio Montebello,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 36,,,,,,
5,7,2003, Antioquia,Granada,Vereda La Arenosa,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 28 Pp. 35,,,,,,
6,7,2003, Antioquia,Medellín,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
7,7,2003,Bolívar,Turbaco,Corregimiento San José de Chiquito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 39,,,,,,
7,7,2003,Chocó,El Carmen del Darién,IP Puerto Lleras-Sitio Sapayal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 38,,,,,,
7,7,2003,Magdalena ,Fundación,Cabecera Municipal-Barrio 5 de Enero,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 39-40,,,,,,
7,7,2003,Magdalena ,Zona Bananera,Corregimiento Riofrío,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 38,,,,,,
7,7,2003,Santander,Barrancabermeja,Cabecera Municipal-Barrio La Campana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 39,,,,,,
8,7,2003,Atlántico,Barranquilla,Cabecera Municipal-Barrio Villa Soledad,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 39,,,,,,
8,7,2003,Cauca,Suarez,IP Asnazú,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 40,,,,,,
8,7,2003,Meta,El Castillo,Vereda Caño Lindo,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
8,7,2003,Norte de Santander,Puerto Santander,Vereda Puerto Nuevo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 40,,,,,,
8,7,2003,Norte de Santander,Teorama,Vereda Quince Letras,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 40,,,,,,
8,7,2003,Santander,Barrancabermeja,Vereda Mesetas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 39,,,,,,
8,7,2003,Tolima,San Luis,IP Luisa García-Vereda Garzón,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
8,7,2003,Guaviare,San José del Guaviare,Vereda Caño Makú,Guerrilla  ,Guerrilla-FARC,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
8,7,2003,Tolima,Chaparral,Zona Rural,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 28 Pp. 40,,,,,,
9,7,2003,Bolívar,María La Baja,Corregimiento Matuya,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28,,,,,,
9,7,2003,Cauca,El Tambo,IP Riosucio,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 28 Pp. 41,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Cúcuta 75,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 41,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio La Laguna,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 41,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Santa Teresita,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 41,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Antonia Santos,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 42,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Buenos Aires,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 42,,,,,,
9,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Nuevo Horizonte,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 42,,,,,,
9,7,2003,Norte de Santander,Los Patios,Cabecera Municipal-Barrio 12 de Octubre,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 41,,,,,,
10,7,2003,Arauca,Arauca,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 42-43,,,,,,
10,7,2003,Atlántico,Barranquilla,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 43,,,,,,
10,7,2003,Norte de Santander,Cúcuta,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 43,,,,,,
10,7,2003,Norte de Santander,Los Patios,Cabecera Municipal-Barrio La Sabana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 43,,,,,,
10,7,2003,Valle del Cauca,Florida,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 43,,,,,,
11,7,2003,Huila,Íquira,Vereda Villamaría,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 44,,,,,,
11,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Tucunaré,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 44,,,,,,
12,7,2003,Sucre,Sincelejo,Sitio Sierra Flor,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 45,,,,,,
12,7,2003,Exterior,Venezuela,Ureña,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 45,,,,,,
12,7,2003,Guaviare,El Retorno,Vereda El Hobo,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
12,7,2003,Huila,Colombia,Vereda Ucrania,Grupos Paramilitares,Grupos Paramilitares,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
12,7,2003,La Guajira,Riohacha,Corregimiento Cotoprix-Sitio La Florida,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 45,,,,,,
12,7,2003,Santander,Simacota,IP Viscaína Baja,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 28 Pp. 45,,,,,,
13,7,2003, Antioquia,Granada,Vereda La Merced,Fuerza Pública,Ejército Nacional,2,Noche y Niebla # 28 Pp. 46,,,,,,
13,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Cicunvalación,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 46,,,,,,
13,7,2003,Magdalena ,Cienaga,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 46,,,,,,
14,7,2003, Antioquia,Bello,Cabecera Municipal-Barrio San Martín,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 47,,,,,,
14,7,2003,Bolívar,Turbaco,Vereda Aguas Prietas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 47,,,,,,
14,7,2003,Caldas,Anserma,Vereda Villa Orozco,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 28 Pp. 47 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
15,7,2003, Antioquia,Barbosa,Corregimiento El Hatillo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 49,,,,,,
15,7,2003, Antioquia,Santa Bárbara,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 48,,,,,,
15,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Ciudad Jardín,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 48,,,,,,
15,7,2003,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Virgilio Barco,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 28 Pp. 48,,,,,,
15,7,2003,Tolima,Dolores,Vereda San Pedro,Grupos Paramilitares,Grupos Paramilitares,2,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
16,7,2003,Huila,Palermo,Vereda El Roble,Fuerza Pública,Ejército Nacional,1,Banco de Datos de Derechos Humanos y Violencia Política del CINEP,,,,,,
16,7,2003,Caldas,Salamina,Vereda La Quiebra,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 28 Pp. 49,,,,,,
16,7,2003,Tolima,Fresno,Sitio Aeropuerto,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 28 Pp. 49,,,,,,
